,Gender,Age,Profession,Region,Work_Experience(yrs),Models_Used,Models1,Models2,Models3,Models4,Models5,Models6,Mode_of_Access,Mode 1,Mode 2,Mode 3,Mode 4,Tasks,Task 1,Task 2,Task 3,Task 4,Task 5,Task 6,Task 7
304,Male,18 – 25,Medical Doctor,Western,Less than 3 years,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",ChatGPT, Microsoft Copilot, Meta AI, Gemini AI,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,Medical information research,Medical information research,,,,,,
305,Male,18 – 25,Medical Doctor,Ashanti,Less than 3 years,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",ChatGPT, Microsoft Copilot, Meta AI, Gemini AI,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,Medical information research,Medical information research,,,,,,
306,Female,26 – 35,Medical Doctor,Bono East,3 – 5 years,"ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI",ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI,,,Online Platforms or websites,Online Platforms or websites,,,,"Medical information research, summarizing research articles",Medical information research, summarizing research articles,,,,,
307,Female,26 – 35,Medical Doctor,Greater Accra,3 – 5 years,"ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI",ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI,,,Online Platforms or websites,Online Platforms or websites,,,,"Medical information research, summarizing research articles",Medical information research, summarizing research articles,,,,,
308,Female,26 – 35,Medical Doctor,Brong Ahafo,3 – 5 years,"ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI",ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,Medical information research,Medical information research,,,,,,
309,Female,26 – 35,Medical Doctor,Eastern,3 – 5 years,"ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI",ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,Medical information research,Medical information research,,,,,,
310,Female,26 – 35,Medical Doctor,Eastern,3 – 5 years,"ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI",ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,Medical information research,Medical information research,,,,,,
311,Female,26 – 35,Medical Doctor,Bono East,3 – 5 years,"ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI",ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,Medical information research,Medical information research,,,,,,
312,Male,26 – 35,Dentist,North East,3 – 5 years,Meta AI,Meta AI,,,,,,Mobile apps,Mobile apps,,,,"Administrative writing, Language translation",Administrative writing, Language translation,,,,,
313,Male,26 – 35,Dentist,Central,3 – 5 years,Meta AI,Meta AI,,,,,,Mobile apps,Mobile apps,,,,"Administrative writing, Language translation",Administrative writing, Language translation,,,,,
314,Male,18 – 25,Medical Doctor,Western,Less than 3 years,"ChatGPT, Meta AI, Gemini AI",ChatGPT, Meta AI, Gemini AI,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,"Prescription and dosage writing, Administrative writing",Prescription and dosage writing, Administrative writing,,,,,
315,Male,18 – 25,Medical Doctor,Ashanti,Less than 3 years,"ChatGPT, Meta AI, Gemini AI",ChatGPT, Meta AI, Gemini AI,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,"Prescription and dosage writing, Administrative writing",Prescription and dosage writing, Administrative writing,,,,,
316,Male,18 – 25,Medical Doctor,Oti,Less than 3 years,"ChatGPT, Meta AI, Gemini AI",ChatGPT, Meta AI, Gemini AI,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,"Prescription and dosage writing, Administrative writing",Prescription and dosage writing, Administrative writing,,,,,
317,Male,18 – 25,Medical Doctor,Volta,Less than 3 years,"ChatGPT, Meta AI, Gemini AI",ChatGPT, Meta AI, Gemini AI,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,"Prescription and dosage writing, Administrative writing",Prescription and dosage writing, Administrative writing,,,,,
318,Female,18 – 25,Medical Doctor,Oti,3 – 5 years,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",ChatGPT, Microsoft Copilot, Meta AI, Gemini AI,,,Mobile apps,Mobile apps,,,,"Medical information research, Diagnosis, Prescription and dosage writing",Medical information research, Diagnosis, Prescription and dosage writing,,,,
319,Female,18 – 25,Medical Doctor,Western,3 – 5 years,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",ChatGPT, Microsoft Copilot, Meta AI, Gemini AI,,,Mobile apps,Mobile apps,,,,"Medical information research, Diagnosis, Prescription and dosage writing",Medical information research, Diagnosis, Prescription and dosage writing,,,,
320,Female,18 – 25,Medical Doctor,Volta,3 – 5 years,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",ChatGPT, Microsoft Copilot, Meta AI, Gemini AI,,,Mobile apps,Mobile apps,,,,"Medical information research, Diagnosis, Prescription and dosage writing",Medical information research, Diagnosis, Prescription and dosage writing,,,,
321,Female,18 – 25,Medical Doctor,Greater Accra,3 – 5 years,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",ChatGPT, Microsoft Copilot, Meta AI, Gemini AI,,,Mobile apps,Mobile apps,,,,"Medical information research, Diagnosis, Prescription and dosage writing",Medical information research, Diagnosis, Prescription and dosage writing,,,,
322,Female,26 – 35,Midwife,Bono East,3 – 5 years,ChatGPT,ChatGPT,,,,,,Mobile apps,Mobile apps,,,,Clinical documentation of patient information,Clinical documentation of patient information,,,,,,
323,Female,26 – 35,Midwife,Upper West,3 – 5 years,ChatGPT,ChatGPT,,,,,,Mobile apps,Mobile apps,,,,Clinical documentation of patient information,Clinical documentation of patient information,,,,,,
324,Female,26 – 35,Midwife,Central,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Clinical documentation of patient information, Medical information research",Clinical documentation of patient information, Medical information research,,,,,
325,Female,26 – 35,Midwife,Ashanti,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Clinical documentation of patient information, Medical information research",Clinical documentation of patient information, Medical information research,,,,,
326,Female,26 – 35,Midwife,North East,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Clinical documentation of patient information, Medical information research, Diagnosis",Clinical documentation of patient information, Medical information research, Diagnosis,,,,
327,Female,26 – 35,Midwife,Ashanti,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Clinical documentation of patient information, Medical information research, Diagnosis",Clinical documentation of patient information, Medical information research, Diagnosis,,,,
328,Female,26 – 35,Midwife,Northern,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Clinical documentation of patient information, Medical information research, Diagnosis",Clinical documentation of patient information, Medical information research, Diagnosis,,,,
329,Female,26 – 35,Midwife,Greater Accra,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Clinical documentation of patient information, Medical information research, Diagnosis",Clinical documentation of patient information, Medical information research, Diagnosis,,,,
330,Female,26 – 35,Midwife,Greater Accra,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing,,,
331,Male,26 – 35,Midwife,Greater Accra,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing,,,
332,Female,26 – 35,Midwife,Savannah,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing,,,
333,Female,26 – 35,Midwife,Central,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing,,,
334,Female,26 – 35,Midwife,Eastern,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing,,,
335,Female,26 – 35,Midwife,Greater Accra,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing,,,
336,Female,26 – 35,Nurse,Upper West,3 – 5 years,Meta AI,Meta AI,,,,,,LLM-integrated Electronic record software,LLM-integrated Electronic record software,,,,Clinical documentation of patient information,Clinical documentation of patient information,,,,,,
337,Female,26 – 35,Nurse,North East,3 – 5 years,Meta AI,Meta AI,,,,,,LLM-integrated Electronic record software,LLM-integrated Electronic record software,,,,Clinical documentation of patient information,Clinical documentation of patient information,,,,,,
338,Male,36 – 45,Dietitian,Ashanti,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,none,none,,,,Medical information research,Medical information research,,,,,,
339,Male,36 – 45,Dietitian,Greater Accra,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,none,none,,,,Medical information research,Medical information research,,,,,,
340,Male,26 – 35,Optometrist,Ashanti,3 – 5 years,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",ChatGPT, Microsoft Copilot, Meta AI, Gemini AI,,,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software,,"Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support",Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support,,,
341,Male,26 – 35,Optometrist,Central,3 – 5 years,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",ChatGPT, Microsoft Copilot, Meta AI, Gemini AI,,,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software,,"Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support",Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support,,,
342,Female,26 – 35,Nurse,Ashanti,3 – 5 years,Google’s BERT,Google’s BERT,,,,,,LLM-integrated Electronic record software,LLM-integrated Electronic record software,,,,Clinical documentation of patient information,Clinical documentation of patient information,,,,,,
343,Female,26 – 35,Nurse,Greater Accra,3 – 5 years,Google’s BERT,Google’s BERT,,,,,,LLM-integrated Electronic record software,LLM-integrated Electronic record software,,,,Clinical documentation of patient information,Clinical documentation of patient information,,,,,,
344,Female,36 – 45,Disease Control Officer,Greater Accra,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,,,,,,Medical information research,Medical information research,,,,,,
345,Male,36 – 45,Disease Control Officer,Greater Accra,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,,,,,,Medical information research,Medical information research,,,,,,
346,Female,36 – 45,Disease Control Officer,Upper West,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,,,,,,Medical information research,Medical information research,,,,,,
347,Female,36 – 45,Disease Control Officer,Upper East,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,,,,,,Medical information research,Medical information research,,,,,,
348,Female,18 – 25,Nurse,Upper East,Less than 3 years,Meta AI,Meta AI,,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
349,Female,18 – 25,Nurse,Brong Ahafo,Less than 3 years,Meta AI,Meta AI,,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
350,Female,26 – 35,Medicine Counter Assistant,Central,3 – 5 years,Microsoft Copilot,Microsoft Copilot,,,,,,Mobile apps,Mobile apps,,,,Prescription and dosage writing,Prescription and dosage writing,,,,,,
351,Female,26 – 35,Medicine Counter Assistant,Greater Accra,3 – 5 years,Microsoft Copilot,Microsoft Copilot,,,,,,Mobile apps,Mobile apps,,,,Prescription and dosage writing,Prescription and dosage writing,,,,,,
352,Female,26 – 35,Medicine Counter Assistant,Volta,3 – 5 years,Microsoft Copilot,Microsoft Copilot,,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
353,Female,26 – 35,Medicine Counter Assistant,Western North,3 – 5 years,Microsoft Copilot,Microsoft Copilot,,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
354,Female,26 – 35,Pharmacist,Eastern,3 – 5 years,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",ChatGPT, Microsoft Copilot, Meta AI, Gemini AI,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,Medical information research,Medical information research,,,,,,
355,Female,26 – 35,Pharmacist,Ashanti,3 – 5 years,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",ChatGPT, Microsoft Copilot, Meta AI, Gemini AI,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,Medical information research,Medical information research,,,,,,
356,Female,26 – 35,Pharmacist,Greater Accra,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Online Platforms or websites,Online Platforms or websites,,,,I don't quite use it.,I don't quite use it.,,,,,,
357,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Online Platforms or websites,Online Platforms or websites,,,,I don't quite use it.,I don't quite use it.,,,,,,
358,Male,26 – 35,Pharmacist,Greater Accra,6 – 10 years,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",ChatGPT, Microsoft Copilot, Meta AI, Gemini AI,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,"Administrative writing, Language translation",Administrative writing, Language translation,,,,,
359,Male,26 – 35,Pharmacist,Brong Ahafo,6 – 10 years,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",ChatGPT, Microsoft Copilot, Meta AI, Gemini AI,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,"Administrative writing, Language translation",Administrative writing, Language translation,,,,,
360,Female,26 – 35,Nurse,Central,Less than 3 years,Meta AI,Meta AI,,,,,,Mobile apps,Mobile apps,,,,Prescription and dosage writing,Prescription and dosage writing,,,,,,
361,Female,26 – 35,Nurse,Greater Accra,Less than 3 years,Meta AI,Meta AI,,,,,,Mobile apps,Mobile apps,,,,Prescription and dosage writing,Prescription and dosage writing,,,,,,
362,Female,18 – 25,Nurse,Central,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,LLM-integrated Electronic record software,LLM-integrated Electronic record software,,,,Clinical documentation of patient information,Clinical documentation of patient information,,,,,,
363,Female,18 – 25,Nurse,Volta,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,LLM-integrated Electronic record software,LLM-integrated Electronic record software,,,,Clinical documentation of patient information,Clinical documentation of patient information,,,,,,
364,Male,18 – 25,Nurse,Eastern,Less than 3 years,Meta AI,Meta AI,,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
365,Male,18 – 25,Nurse,Northern,Less than 3 years,Meta AI,Meta AI,,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
366,Female,18 – 25,Nurse,Central,Less than 3 years,Meta AI,Meta AI,,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
367,Female,18 – 25,Nurse,Savannah,Less than 3 years,Meta AI,Meta AI,,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
368,Female,26 – 35,Nurse,Central,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Clinical documentation of patient information, Medical information research, Administrative writing",Clinical documentation of patient information, Medical information research, Administrative writing,,,,
369,Female,26 – 35,Nurse,Western,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Clinical documentation of patient information, Medical information research, Administrative writing",Clinical documentation of patient information, Medical information research, Administrative writing,,,,
370,Male,36 – 45,Disease Control Officer,Northern,More than 10 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,"Medical information research, Administrative writing",Medical information research, Administrative writing,,,,,
371,Male,36 – 45,Disease Control Officer,Greater Accra,More than 10 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,"Medical information research, Administrative writing",Medical information research, Administrative writing,,,,,
372,Female,26 – 35,Nurse,Central,Less than 3 years,Meta AI,Meta AI,,,,,,Mobile apps,Mobile apps,,,,Clinical documentation of patient information,Clinical documentation of patient information,,,,,,
373,Female,26 – 35,Nurse,Greater Accra,Less than 3 years,Meta AI,Meta AI,,,,,,Mobile apps,Mobile apps,,,,Clinical documentation of patient information,Clinical documentation of patient information,,,,,,
374,Male,36 – 45,Disease Control Officer,Northern,6 – 10 years,,,,,,,,No idea ,No idea ,,,,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing,,,
375,Male,36 – 45,Disease Control Officer,Ashanti,6 – 10 years,,,,,,,,No idea ,No idea ,,,,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing,,,
376,Female,36 – 45,Nurse,Greater Accra,Less than 3 years,Microsoft Copilot,Microsoft Copilot,,,,,,Online Platforms or websites,Online Platforms or websites,,,,Prescription and dosage writing,Prescription and dosage writing,,,,,,
377,Male,36 – 45,Nurse,Greater Accra,Less than 3 years,Microsoft Copilot,Microsoft Copilot,,,,,,Online Platforms or websites,Online Platforms or websites,,,,Prescription and dosage writing,Prescription and dosage writing,,,,,,
378,Male,26 – 35,Nurse,Central,Less than 3 years,ChatGPT,ChatGPT,,,,,,Online Platforms or websites,Online Platforms or websites,,,,Medical information research,Medical information research,,,,,,
379,Male,26 – 35,Nurse,Eastern,Less than 3 years,ChatGPT,ChatGPT,,,,,,Online Platforms or websites,Online Platforms or websites,,,,Medical information research,Medical information research,,,,,,
380,Female,26 – 35,Pharmacist,Greater Accra,3 – 5 years,"ChatGPT, Microsoft Copilot, Claude AI",ChatGPT, Microsoft Copilot, Claude AI,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,"Medical information research, Administrative writing",Medical information research, Administrative writing,,,,,
381,Female,26 – 35,Pharmacist,Savannah,3 – 5 years,"ChatGPT, Microsoft Copilot, Claude AI",ChatGPT, Microsoft Copilot, Claude AI,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,"Medical information research, Administrative writing",Medical information research, Administrative writing,,,,,
382,Male,26 – 35,Midwife,Greater Accra,Less than 3 years,ChatGPT,ChatGPT,,,,,,Online Platforms or websites,Online Platforms or websites,,,,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing",Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing,,
383,Female,26 – 35,Midwife,Western,3 – 5 years,"ChatGPT, Microsoft Copilot, Meta AI",ChatGPT, Microsoft Copilot, Meta AI,,,,Mobile apps,Mobile apps,,,,"Medical information research, Language translation",Medical information research, Language translation,,,,,
