,Gender,Age,Profession,Region,Years_of_Experience,Prior_Awareness,Known_Models,Understanding_Rating,Understanding_1,Understanding_2,Understanding_3,Understanding_4,Understanding_5,Access_At_Work,Access_Route,Considered_Use,Use,Specific_Uses,Track_Important_Details,Find_Quick_Answers,Brainstorm_&_Diagnose,Generate_Prescriptions,Summarise_Research_Articles,Create_Educational_Materials,Treatment_Recommendations,Find_Quick_Answers_2,Brainstorm_&_Diagnose_2,Generate_Prescriptions_2,Summarise_Research_Articles_2,Create_Educational_Materials_2,Treatment_Recommendations_2,Daily_LLMs_Usage(mins),Daily_CCLs_Usage(mins),23. LLMs help me achieve my healthcare delivery goals. ,24. LLMs reduce my workload and save me time.,25. LLMs help me make informed and timely decisions.,26. LLMs keep me updated on healthcare related information.,27. LLMs are easily accessible and user-friendly. ,28. LLMs are trusted tools that uphold patient privacy and confidentiality. ,29. I am willing to take decisions based on the recommendations provided by LLMs.,30. The benefits of using LLMs outweigh any potential risks.,31. I am satisfied with LLMs.  ,32. I will recommend the use of LLMs by my colleagues in healthcare delivery. ,Preference,LLMs_Preferred_Aspects,CCLs_Preferred_Aspects,Areas_Of_Impact,Suggested_Improvement
284,Female,26 – 35,Optometrist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,4,4,4,1,3,Yes,"Online Platforms or websites, Subscription-based services",Yes,Maybe,Clinical documentation of patient information,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,10,360,4,4,3,4,4,2,3,3,4,3,Yes,,,,
285,Female,26 – 35,Optometrist,Central,3 – 5 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,4,4,4,1,3,Yes,"Online Platforms or websites, Subscription-based services",Yes,Maybe,Clinical documentation of patient information,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,10,360,4,4,3,4,4,2,3,3,4,3,Yes,,,,
286,Female,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,5,5,4,3,4,No,"Online Platforms or websites, ",No,No,Diagnosis,Never,Frequently,Frequently,Never,Frequently,Never,Never,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,10,60,3,4,3,3,4,3,3,4,4,4,No,,Credibility ,,
287,Female,26 – 35,Pharmacist,Western North,3 – 5 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,5,5,4,3,4,No,"Online Platforms or websites, ",No,No,Diagnosis,Never,Frequently,Frequently,Never,Frequently,Never,Never,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,10,60,3,4,3,3,4,3,3,4,4,4,No,,Credibility ,,
288,Female,26 – 35,Pharmacist,Greater Accra,Less than 3 years,Yes,"ChatGPT, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,5,4,4,1,4,No,Mobile apps,Yes,Yes,"Clinical documentation of patient information, Medical information research, Prescription and dosage writing, Therapy decision support, Language translation",Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Always,"Frequently, Always",Always,Frequently,Frequently,60,240,4,4,4,4,4,3,3,3,4,4,No,,Not all LLMs provide accurate information ,Drug information ,Faster internet 
289,Female,26 – 35,Pharmacist,Ashanti,Less than 3 years,Yes,"ChatGPT, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,5,4,4,1,4,No,Mobile apps,Yes,Yes,"Clinical documentation of patient information, Medical information research, Prescription and dosage writing, Therapy decision support, Language translation",Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Always,"Frequently, Always",Always,Frequently,Frequently,60,240,4,4,4,4,4,3,3,3,4,4,No,,Not all LLMs provide accurate information ,Drug information ,Faster internet 
290,Male,26 – 35,Medical Laboratory Scientist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,5,4,4,1,5,Yes,Mobile apps,No,No,Medical information research,Never,Never,Never,Never,Frequently,Never,Never,Rarely,Never,Never,Frequently,Never,Never,0,0,2,4,4,2,5,3,3,3,3,3,Neutral,,,,
291,Male,26 – 35,Medical Laboratory Scientist,Ashanti,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,5,4,4,1,5,Yes,Mobile apps,No,No,Medical information research,Never,Never,Never,Never,Frequently,Never,Never,Rarely,Never,Never,Frequently,Never,Never,0,0,2,4,4,2,5,3,3,3,3,3,Neutral,,,,
292,Male,26 – 35,Pharmacist,Ashanti,3 – 5 years,No,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,4,5,4,2,3,No,Online Platforms or websites,No,No,Language translation,Never,Never,Never,Never,Never,Never,Never,Frequently,Frequently,Occasionally,Frequently,Always,Frequently,0,30,3,3,2,2,3,3,3,3,2,3,No,,Accessibility,,
293,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,4,5,4,2,3,No,Online Platforms or websites,No,No,Language translation,Never,Never,Never,Never,Never,Never,Never,Frequently,Frequently,Occasionally,Frequently,Always,Frequently,0,30,3,3,2,2,3,3,3,3,2,3,No,,Accessibility,,
294,Female,26 – 35,Pharmacist,Greater Accra,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,5,5,5,3,5,No,Mobile apps,No,No,Administrative writing,Rarely,Rarely,Occasionally,Never,Occasionally,Rarely,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,5,60,2,2,2,2,4,2,1,3,2,1,No,,Preference and evidence based information ,No,No idea
295,Male,26 – 35,Pharmacist,Greater Accra,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,5,5,5,3,5,No,Mobile apps,No,No,Administrative writing,Rarely,Rarely,Occasionally,Never,Occasionally,Rarely,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,5,60,2,2,2,2,4,2,1,3,2,1,No,,Preference and evidence based information ,No,No idea
296,Female,18 – 25,Pharmacist,Greater Accra,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,4,4,2,3,Yes,Online Platforms or websites,No,Yes,Language translation,Rarely,Rarely,Never,Never,Never,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,2,5,2,3,1,2,2,2,1,1,1,1,No,,LLMs is not robust enough ,Language barrier ,Providing more accurate answers 
297,Female,18 – 25,Pharmacist,Central,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,4,4,2,3,Yes,Online Platforms or websites,No,Yes,Language translation,Rarely,Rarely,Never,Never,Never,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,2,5,2,3,1,2,2,2,1,1,1,1,No,,LLMs is not robust enough ,Language barrier ,Providing more accurate answers 
298,Female,26 – 35,Medical Doctor,Greater Accra,Less than 3 years,Yes,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,5,5,3,2,2,Yes,Online Platforms or websites,No,No,Medical information research,Never,Rarely,Rarely,Never,Frequently,Occasionally,"Occasionally, Frequently",Frequently,Always,Always,Rarely,Occasionally,Frequently,10,60,2,2,2,4,5,4,2,3,2,4,No,,Because the examples in the traditional sources are mostly based on research and experience ,Internal medicine ,That workshops are held to train health professionals on LLMs
299,Female,26 – 35,Medical Doctor,Western,Less than 3 years,Yes,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,5,5,3,2,2,Yes,Online Platforms or websites,No,No,Medical information research,Never,Rarely,Rarely,Never,Frequently,Occasionally,"Occasionally, Frequently",Frequently,Always,Always,Rarely,Occasionally,Frequently,10,60,2,2,2,4,5,4,2,3,2,4,No,,Because the examples in the traditional sources are mostly based on research and experience ,Internal medicine ,That workshops are held to train health professionals on LLMs
300,Female,18 – 25,Pharmacist,Greater Accra,Less than 3 years,Yes,ChatGPT,1  - I know very little to nothing about LLMs,4,5,5,1,5,Yes,Mobile apps,Yes,Yes,Medical information research,Never,Occasionally,Occasionally,Never,Rarely,Never,Occasionally,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,10,20,5,5,5,3,5,3,5,4,5,4,Yes,Answering answers quickly and accurately ,,,
301,Male,18 – 25,Pharmacist,Greater Accra,Less than 3 years,Yes,ChatGPT,1  - I know very little to nothing about LLMs,4,5,5,1,5,Yes,Mobile apps,Yes,Yes,Medical information research,Never,Occasionally,Occasionally,Never,Rarely,Never,Occasionally,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,10,20,5,5,5,3,5,3,5,4,5,4,Yes,Answering answers quickly and accurately ,,,
302,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Gemini AI",2 -  I know a bit about LLMs but not a lot,5,5,4,2,4,No,"Online Platforms or websites, Subscription-based services",Yes,Yes,Administrative writing,Rarely,Occasionally,Rarely,"Never, Rarely",Occasionally,Occasionally,Rarely,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,20,30,2,4,3,3,4,3,2,3,4,4,Neutral,,,It will be beneficial in providing differential diagnosis and as well possible effects of drugs. It cannot however overtake the use of CCLs in healthcare,"To be able to solely depend on LLMs in healthcare settings, we must be sure that CCLs have been fully integrated or engineered into the LLM system so that just like we trust the judgements from the CCLs, we can also do same for the others. But still not omitting the Human touch to healthcare delivery. "
303,Female,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Gemini AI",2 -  I know a bit about LLMs but not a lot,5,5,4,2,4,No,"Online Platforms or websites, Subscription-based services",Yes,Yes,Administrative writing,Rarely,Occasionally,Rarely,"Never, Rarely",Occasionally,Occasionally,Rarely,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,20,30,2,4,3,3,4,3,2,3,4,4,Neutral,,,It will be beneficial in providing differential diagnosis and as well possible effects of drugs. It cannot however overtake the use of CCLs in healthcare,"To be able to solely depend on LLMs in healthcare settings, we must be sure that CCLs have been fully integrated or engineered into the LLM system so that just like we trust the judgements from the CCLs, we can also do same for the others. But still not omitting the Human touch to healthcare delivery. "
304,Male,18 – 25,Medical Doctor,Western,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,4,3,2,4,Yes,"Online Platforms or websites, Mobile apps",No,Maybe,Medical information research,Never,Frequently,Frequently,Rarely,Always,Always,Occasionally,Occasionally,Occasionally,Frequently,Never,Rarely,Occasionally,120,60,3,5,4,5,5,3,2,3,3,3,Neutral,faster way to find information,more accurate than LLMs,in research,updating and improving the accuracy in LLMs
305,Male,18 – 25,Medical Doctor,Ashanti,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,4,3,2,4,Yes,"Online Platforms or websites, Mobile apps",No,Maybe,Medical information research,Never,Frequently,Frequently,Rarely,Always,Always,Occasionally,Occasionally,Occasionally,Frequently,Never,Rarely,Occasionally,120,60,3,5,4,5,5,3,2,3,3,3,Neutral,faster way to find information,more accurate than LLMs,in research,updating and improving the accuracy in LLMs
306,Female,26 – 35,Medical Doctor,Bono East,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI",2 -  I know a bit about LLMs but not a lot,4,2,4,1,4,No,Online Platforms or websites,Yes,Yes,"Medical information research, summarizing research articles",Never,Frequently,Rarely,Never,Occasionally,Rarely,Occasionally,Frequently,Frequently,Occasionally,Never,Occasionally,Frequently,20,60,4,3,3,4,4,3,3,3,3,4,Neutral,speed and convenience,accuracy of traditional literature,,
307,Female,26 – 35,Medical Doctor,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI",2 -  I know a bit about LLMs but not a lot,4,2,4,1,4,No,Online Platforms or websites,Yes,Yes,"Medical information research, summarizing research articles",Never,Frequently,Rarely,Never,Occasionally,Rarely,Occasionally,Frequently,Frequently,Occasionally,Never,Occasionally,Frequently,20,60,4,3,3,4,4,3,3,3,3,4,Neutral,speed and convenience,accuracy of traditional literature,,
308,Female,26 – 35,Medical Doctor,Brong Ahafo,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI",2 -  I know a bit about LLMs but not a lot,4,2,4,1,4,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,Medical information research,Never,Frequently,Rarely,Never,Occasionally,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Occasionally,Frequently,20,60,4,3,3,4,4,3,3,3,3,4,Neutral,,,,
309,Female,26 – 35,Medical Doctor,Eastern,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI",2 -  I know a bit about LLMs but not a lot,4,2,4,1,4,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,Medical information research,Never,Frequently,Rarely,Never,Occasionally,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Occasionally,Frequently,20,60,4,3,3,4,4,3,3,3,3,4,Neutral,,,,
310,Female,26 – 35,Medical Doctor,Eastern,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI",2 -  I know a bit about LLMs but not a lot,4,2,4,1,4,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,Medical information research,Never,Frequently,Rarely,Never,Occasionally,Rarely,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,20,60,4,3,3,4,4,3,3,3,3,4,Neutral,,,,
311,Female,26 – 35,Medical Doctor,Bono East,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI",2 -  I know a bit about LLMs but not a lot,4,2,4,1,4,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,Medical information research,Never,Frequently,Rarely,Never,Occasionally,Rarely,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,20,60,4,3,3,4,4,3,3,3,3,4,Neutral,,,,
312,Male,26 – 35,Dentist,North East,3 – 5 years,Yes,Meta AI,3 -  I know a good amount about LLMs and can talk about it confidently,4,4,4,1,4,Yes,Mobile apps,Yes,Yes,"Administrative writing, Language translation",Occasionally,Frequently,Rarely,Rarely,Always,Frequently,Rarely,Never,Never,Never,Never,Never,Never,15,0,5,5,5,5,5,5,4,3,4,3,Yes,fast and easily accessible,,prescriptions,free accessibility
313,Male,26 – 35,Dentist,Central,3 – 5 years,Yes,Meta AI,3 -  I know a good amount about LLMs and can talk about it confidently,4,4,4,1,4,Yes,Mobile apps,Yes,Yes,"Administrative writing, Language translation",Occasionally,Frequently,Rarely,Rarely,Always,Frequently,Rarely,Never,Never,Never,Never,Never,Never,15,0,5,5,5,5,5,5,4,3,4,3,Yes,fast and easily accessible,,prescriptions,free accessibility
314,Male,18 – 25,Medical Doctor,Western,Less than 3 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,1,3,4,1,2,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Prescription and dosage writing, Administrative writing",Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Frequently,Rarely,Frequently,Rarely,Always,Frequently,20,50,4,4,4,3,5,2,4,4,4,3,Yes,speed and ease of access,,"prescriptions, recommendations, treatment options",integrating with LHIMS platform
315,Male,18 – 25,Medical Doctor,Ashanti,Less than 3 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,1,3,4,1,2,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Prescription and dosage writing, Administrative writing",Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Frequently,Rarely,Frequently,Rarely,Always,Frequently,20,50,4,4,4,3,5,2,4,4,4,3,Yes,speed and ease of access,,"prescriptions, recommendations, treatment options",integrating with LHIMS platform
316,Male,18 – 25,Medical Doctor,Oti,Less than 3 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,1,3,4,1,2,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Prescription and dosage writing, Administrative writing",Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Frequently,Rarely,Frequently,Rarely,Frequently,Frequently,20,50,4,4,4,3,5,2,4,4,4,3,Yes,speed and ease of access,,"prescriptions, recommendations and treatment options",integration into LHIMS platform
317,Male,18 – 25,Medical Doctor,Volta,Less than 3 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,1,3,4,1,2,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Prescription and dosage writing, Administrative writing",Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Frequently,Rarely,Frequently,Rarely,Frequently,Frequently,20,50,4,4,4,3,5,2,4,4,4,3,Yes,speed and ease of access,,"prescriptions, recommendations and treatment options",integration into LHIMS platform
318,Female,18 – 25,Medical Doctor,Oti,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,4,3,4,2,5,Yes,Mobile apps,Yes,Yes,"Medical information research, Diagnosis, Prescription and dosage writing",Occasionally,Frequently,Occasionally,Occasionally,Frequently,Always,Always,Rarely,Rarely,Occasionally,Never,Frequently,Always,60,120,5,5,3,4,5,3,3,3,3,4,Neutral,,,diagnostics,make it free and easily accessible
319,Female,18 – 25,Medical Doctor,Western,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,4,3,4,2,5,Yes,Mobile apps,Yes,Yes,"Medical information research, Diagnosis, Prescription and dosage writing",Occasionally,Frequently,Occasionally,Occasionally,Frequently,Always,Always,Rarely,Rarely,Occasionally,Never,Frequently,Always,60,120,5,5,3,4,5,3,3,3,3,4,Neutral,,,diagnostics,make it free and easily accessible
320,Female,18 – 25,Medical Doctor,Volta,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,4,3,4,2,5,Yes,Mobile apps,Yes,Yes,"Medical information research, Diagnosis, Prescription and dosage writing",Occasionally,Frequently,Occasionally,Occasionally,Frequently,Always,Always,Rarely,Rarely,Occasionally,Rarely,Frequently,Always,60,120,5,5,3,4,5,3,3,3,3,4,Neutral,,,diagnostics,make it free and easily accessible
321,Female,18 – 25,Medical Doctor,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,4,3,4,2,5,Yes,Mobile apps,Yes,Yes,"Medical information research, Diagnosis, Prescription and dosage writing",Occasionally,Frequently,Occasionally,Occasionally,Frequently,Always,Always,Rarely,Rarely,Occasionally,Rarely,Frequently,Always,60,120,5,5,3,4,5,3,3,3,3,4,Neutral,,,diagnostics,make it free and easily accessible
322,Female,26 – 35,Midwife,Bono East,3 – 5 years,Yes,ChatGPT,2 -  I know a bit about LLMs but not a lot,4,4,4,4,4,Yes,Mobile apps,Yes,Yes,Clinical documentation of patient information,Always,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Never,Rarely,Never,Occasionally,Occasionally,Never,Never,10,10,4,3,4,4,4,4,4,4,3,3,Neutral,,,Administration ,
323,Female,26 – 35,Midwife,Upper West,3 – 5 years,Yes,ChatGPT,2 -  I know a bit about LLMs but not a lot,4,4,4,4,4,Yes,Mobile apps,Yes,Yes,Clinical documentation of patient information,Always,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Never,Rarely,Never,Occasionally,Occasionally,Never,Never,10,10,4,3,4,4,4,4,4,4,3,3,Neutral,,,Administration ,
324,Female,26 – 35,Midwife,Central,3 – 5 years,No,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,3,3,4,Yes,Mobile apps,Yes,Maybe,"Clinical documentation of patient information, Medical information research",Occasionally,Rarely,Never,Never,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,4,5,3,4,3,4,5,4,3,3,3,3,Neutral,,easily accessible in the absence of technology tools,administrative purposes,
325,Female,26 – 35,Midwife,Ashanti,3 – 5 years,No,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,3,3,4,Yes,Mobile apps,Yes,Maybe,"Clinical documentation of patient information, Medical information research",Occasionally,Rarely,Never,Never,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,4,5,3,4,3,4,5,4,3,3,3,3,Neutral,,easily accessible in the absence of technology tools,administrative purposes,
326,Female,26 – 35,Midwife,North East,3 – 5 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,3,3,4,Yes,Mobile apps,No,Maybe,"Clinical documentation of patient information, Medical information research, Diagnosis",Occasionally,Rarely,Never,Never,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,4,5,3,4,3,4,5,4,3,3,3,3,Neutral,,easily accessible in the absence of technology tools,administrative purposes,
327,Female,26 – 35,Midwife,Ashanti,3 – 5 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,3,3,4,Yes,Mobile apps,No,Maybe,"Clinical documentation of patient information, Medical information research, Diagnosis",Occasionally,Rarely,Never,Never,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,4,5,3,4,3,4,5,4,3,3,3,3,Neutral,,easily accessible in the absence of technology tools,administrative purposes,
328,Female,26 – 35,Midwife,Northern,3 – 5 years,No,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,3,3,4,Yes,Mobile apps,No,Maybe,"Clinical documentation of patient information, Medical information research, Diagnosis",Occasionally,Rarely,Never,Never,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,4,5,3,4,3,4,5,4,3,3,3,3,Neutral,,easily accessible in the absence of technology tools ,administrative purposes,
329,Female,26 – 35,Midwife,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,3,3,4,Yes,Mobile apps,No,Maybe,"Clinical documentation of patient information, Medical information research, Diagnosis",Occasionally,Rarely,Never,Never,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,4,5,3,4,3,4,5,4,3,3,3,3,Neutral,,easily accessible in the absence of technology tools ,administrative purposes,
330,Female,26 – 35,Midwife,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,4,4,5,Yes,Mobile apps,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",Frequently,Rarely,Always,Frequently,Never,Never,Rarely,Never,Rarely,Frequently,Never,Rarely,Always,360,360,5,5,5,5,5,5,4,4,5,5,Neutral,,,administrative purposes,
331,Male,26 – 35,Midwife,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,4,4,5,Yes,Mobile apps,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",Frequently,Rarely,Always,Frequently,Never,Never,Rarely,Never,Rarely,Frequently,Never,Rarely,Always,360,360,5,5,5,5,5,5,4,4,5,5,Neutral,,,administrative purposes,
332,Female,26 – 35,Midwife,Savannah,3 – 5 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,4,4,5,Yes,Mobile apps,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",Frequently,Frequently,Always,Frequently,Never,Never,Rarely,Never,Rarely,Frequently,Never,Rarely,Always,360,360,5,5,5,5,5,5,4,4,5,5,Neutral,,,administrative purposes,
333,Female,26 – 35,Midwife,Central,3 – 5 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,4,4,5,Yes,Mobile apps,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",Frequently,Frequently,Always,Frequently,Never,Never,Rarely,Never,Rarely,Frequently,Never,Rarely,Always,360,360,5,5,5,5,5,5,4,4,5,5,Neutral,,,administrative purposes,
334,Female,26 – 35,Midwife,Eastern,3 – 5 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,4,4,5,Yes,Mobile apps,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",Frequently,Rarely,Always,Frequently,Never,Never,Always,Never,Rarely,Frequently,Never,Rarely,Always,360,360,5,5,5,5,5,5,4,4,5,5,Neutral,,,administrative purposes,
335,Female,26 – 35,Midwife,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,4,4,5,Yes,Mobile apps,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",Frequently,Rarely,Always,Frequently,Never,Never,Always,Never,Rarely,Frequently,Never,Rarely,Always,360,360,5,5,5,5,5,5,4,4,5,5,Neutral,,,administrative purposes,
336,Female,26 – 35,Nurse,Upper West,3 – 5 years,Yes,Meta AI,1  - I know very little to nothing about LLMs,3,4,4,1,4,Yes,LLM-integrated Electronic record software,Yes,Yes,Clinical documentation of patient information,Rarely,Frequently,Never,Occasionally,Occasionally,Rarely,Occasionally,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Frequently,2,0,4,4,4,4,3,3,4,3,3,3,Neutral,,,,availability in all settings
337,Female,26 – 35,Nurse,North East,3 – 5 years,Yes,Meta AI,1  - I know very little to nothing about LLMs,3,4,4,1,4,Yes,LLM-integrated Electronic record software,Yes,Yes,Clinical documentation of patient information,Rarely,Frequently,Never,Occasionally,Occasionally,Rarely,Occasionally,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Frequently,2,0,4,4,4,4,3,3,4,3,3,3,Neutral,,,,availability in all settings
338,Male,36 – 45,Dietitian,Ashanti,3 – 5 years,No,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,3,3,4,2,2,No,none,No,Maybe,Medical information research,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,3,0,3,3,3,3,3,3,3,3,3,3,Neutral,,not accurate,,accessibility
339,Male,36 – 45,Dietitian,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,3,3,4,2,2,No,none,No,Maybe,Medical information research,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,3,0,3,3,3,3,3,3,3,3,3,3,Neutral,,not accurate,,accessibility
