,Gender,Age,Profession,Region,Work_Experience(yrs),Pre-study Awareness,Models_Used,Participant Understanding Rating,Participant Understanding Rating_encoded,Access,Mode_of_Access,Use_Consideration,Use,Tasks,LLM_Duration(mins),CCL_Duration(mins),Preference,LLM_Adv,CCL_Adv,Impact_Areas,Recommendations,Track_Important_Details,Find_Quick_Answers,Brainstorm_&_Diagnose,Generate_Prescriptions,Summarise_Research_Articles,Create_Educational_Materials,Treatment_Recommendations,CCL_Find_Quick_Answers,CCL_Brainstorm_&_Diagnose,CCL_Generate_Prescriptions,CCL_Summarise_Research_Articles,CCL_Create_Educational_Materials,CCL_Treatment_Recommendations,Understanding_Rate,Understanding_Rate_encoded,Value,Efficiency,Safety,Reliabilty
282,Male,26 – 35,Medical Doctor,Greater Accra,Less than 3 years,No,ChatGPT,2 -  I know a bit about LLMs but not a lot,Moderate,No,"Online Platforms or websites, Mobile apps",No,No,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing",30,30,Neutral,,,,,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Moderate,2 -  I know a bit about LLMs but not a lot,Neutral,Neutral,Neutral,Neutral
283,Male,26 – 35,Medical Doctor,Ashanti,Less than 3 years,No,ChatGPT,2 -  I know a bit about LLMs but not a lot,Moderate,No,"Online Platforms or websites, Mobile apps",No,No,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing",30,30,Neutral,,,,,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Moderate,2 -  I know a bit about LLMs but not a lot,Neutral,Neutral,Neutral,Neutral
284,Female,26 – 35,Optometrist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Subscription-based services",Yes,Maybe,Clinical documentation of patient information,10,360,Yes,,,,,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Low,1  - I know very little to nothing about LLMs,Agree,Agree,Disagree,Neutral
285,Female,26 – 35,Optometrist,Central,3 – 5 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Subscription-based services",Yes,Maybe,Clinical documentation of patient information,10,360,Yes,,,,,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Low,1  - I know very little to nothing about LLMs,Agree,Agree,Disagree,Neutral
286,Female,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,"Online Platforms or websites, ",No,No,Diagnosis,10,60,No,,Trusted and credible,,,Never,Frequently,Frequently,Never,Frequently,Never,Never,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Agree,Agree
287,Female,26 – 35,Pharmacist,Western North,3 – 5 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,"Online Platforms or websites, ",No,No,Diagnosis,10,60,No,,Trusted and credible,,,Never,Frequently,Frequently,Never,Frequently,Never,Never,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Agree,Agree
288,Female,26 – 35,Pharmacist,Greater Accra,Less than 3 years,Yes,"ChatGPT, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,No,Mobile apps,Yes,Yes,"Clinical documentation of patient information, Medical information research, Prescription and dosage writing, Therapy decision support, Language translation",60,240,No,,Accurate and evidence-based,Pharmacy and Drug Information,Internet Connectivity,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Always,"Frequently, Always",Always,Frequently,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Agree,Neutral,Agree
289,Female,26 – 35,Pharmacist,Ashanti,Less than 3 years,Yes,"ChatGPT, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,No,Mobile apps,Yes,Yes,"Clinical documentation of patient information, Medical information research, Prescription and dosage writing, Therapy decision support, Language translation",60,240,No,,Accurate and evidence-based,Pharmacy and Drug Information,Internet Connectivity,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Always,"Frequently, Always",Always,Frequently,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Agree,Neutral,Agree
290,Male,26 – 35,Medical Laboratory Scientist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,No,No,Medical information research,0,0,Neutral,,,,,Never,Never,Never,Never,Frequently,Never,Never,Rarely,Never,Never,Frequently,Never,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Neutral,Neutral,Neutral
291,Male,26 – 35,Medical Laboratory Scientist,Ashanti,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,No,No,Medical information research,0,0,Neutral,,,,,Never,Never,Never,Never,Frequently,Never,Never,Rarely,Never,Never,Frequently,Never,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Neutral,Neutral,Neutral
292,Male,26 – 35,Pharmacist,Ashanti,3 – 5 years,No,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,Online Platforms or websites,No,No,Language translation,0,30,No,,Easily Accessible,,,Never,Never,Never,Never,Never,Never,Never,Frequently,Frequently,Occasionally,Frequently,Always,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Neutral,Disagree,Neutral,Neutral
293,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,Online Platforms or websites,No,No,Language translation,0,30,No,,Easily Accessible,,,Never,Never,Never,Never,Never,Never,Never,Frequently,Frequently,Occasionally,Frequently,Always,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Neutral,Disagree,Neutral,Neutral
294,Female,26 – 35,Pharmacist,Greater Accra,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,Mobile apps,No,No,Administrative writing,5,60,No,,Accurate and evidence-based,,,Rarely,Rarely,Occasionally,Never,Occasionally,Rarely,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Very High,4 -  I have extensive knowledge about LLMs and I am considered an expert in its use,Agree,Disagree,Disagree,Strongly Disagree
295,Male,26 – 35,Pharmacist,Greater Accra,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,Mobile apps,No,No,Administrative writing,5,60,No,,Accurate and evidence-based,,,Rarely,Rarely,Occasionally,Never,Occasionally,Rarely,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Very High,4 -  I have extensive knowledge about LLMs and I am considered an expert in its use,Agree,Disagree,Disagree,Strongly Disagree
296,Female,18 – 25,Pharmacist,Greater Accra,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Online Platforms or websites,No,Yes,Language translation,2,5,No,,Robustness,Language translation ,Accuracy,Rarely,Rarely,Never,Never,Never,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Moderate,2 -  I know a bit about LLMs but not a lot,Disagree,Disagree,Disagree,Strongly Disagree
297,Female,18 – 25,Pharmacist,Central,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Online Platforms or websites,No,Yes,Language translation,2,5,No,,Robustness,Language translation ,Accuracy,Rarely,Rarely,Never,Never,Never,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Moderate,2 -  I know a bit about LLMs but not a lot,Disagree,Disagree,Disagree,Strongly Disagree
298,Female,26 – 35,Medical Doctor,Greater Accra,Less than 3 years,Yes,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,Low,Yes,Online Platforms or websites,No,No,Medical information research,10,60,No,,Accurate and evidence-based,Internal medicine ,Improve Training,Never,Rarely,Rarely,Never,Frequently,Occasionally,Occasionally,Frequently,Always,Always,Rarely,Occasionally,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Disagree,Agree,Neutral
299,Female,26 – 35,Medical Doctor,Western,Less than 3 years,Yes,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,Low,Yes,Online Platforms or websites,No,No,Medical information research,10,60,No,,Accurate and evidence-based,Internal medicine ,Improve Training,Never,Rarely,Rarely,Never,Frequently,Occasionally,Occasionally,Frequently,Always,Always,Rarely,Occasionally,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Disagree,Agree,Neutral
300,Female,18 – 25,Pharmacist,Greater Accra,Less than 3 years,Yes,ChatGPT,1  - I know very little to nothing about LLMs,Low,Yes,Mobile apps,Yes,Yes,Medical information research,10,20,Yes,Information processing and generative capability,,,,Never,Occasionally,Occasionally,Never,Rarely,Never,Occasionally,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Agree,Strongly Agree
301,Male,18 – 25,Pharmacist,Greater Accra,Less than 3 years,Yes,ChatGPT,1  - I know very little to nothing about LLMs,Low,Yes,Mobile apps,Yes,Yes,Medical information research,10,20,Yes,Information processing and generative capability,,,,Never,Occasionally,Occasionally,Never,Rarely,Never,Occasionally,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Agree,Strongly Agree
302,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,"Online Platforms or websites, Subscription-based services",Yes,Yes,Administrative writing,20,30,Neutral,,,Diagnosis,Integration into Healthcare management systems,Rarely,Occasionally,Rarely,Never,Occasionally,Occasionally,Rarely,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Neutral,Neutral
303,Female,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,"Online Platforms or websites, Subscription-based services",Yes,Yes,Administrative writing,20,30,Neutral,,,Diagnosis,Integration into Healthcare management systems,Rarely,Occasionally,Rarely,Never,Occasionally,Occasionally,Rarely,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Neutral,Neutral
304,Male,18 – 25,Medical Doctor,Western,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,"Online Platforms or websites, Mobile apps",No,Maybe,Medical information research,120,60,Neutral,Speed and Efficiency,Accurate and evidence-based,Research,Accuracy,Never,Frequently,Frequently,Rarely,Always,Always,Occasionally,Occasionally,Occasionally,Frequently,Never,Rarely,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Neutral,Neutral
305,Male,18 – 25,Medical Doctor,Ashanti,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,"Online Platforms or websites, Mobile apps",No,Maybe,Medical information research,120,60,Neutral,Speed and Efficiency,Accurate and evidence-based,Research,Accuracy,Never,Frequently,Frequently,Rarely,Always,Always,Occasionally,Occasionally,Occasionally,Frequently,Never,Rarely,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Neutral,Neutral
306,Female,26 – 35,Medical Doctor,Bono East,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,Online Platforms or websites,Yes,Yes,"Medical information research, summarizing research articles",20,60,Neutral,Speed and Efficiency,Accurate and evidence-based,,,Never,Frequently,Rarely,Never,Occasionally,Rarely,Occasionally,Frequently,Frequently,Occasionally,Never,Occasionally,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Neutral,Neutral
307,Female,26 – 35,Medical Doctor,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,Online Platforms or websites,Yes,Yes,"Medical information research, summarizing research articles",20,60,Neutral,Speed and Efficiency,Accurate and evidence-based,,,Never,Frequently,Rarely,Never,Occasionally,Rarely,Occasionally,Frequently,Frequently,Occasionally,Never,Occasionally,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Neutral,Neutral
308,Female,26 – 35,Medical Doctor,Brong Ahafo,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,Medical information research,20,60,Neutral,,,,,Never,Frequently,Rarely,Never,Occasionally,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Occasionally,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Neutral,Neutral
309,Female,26 – 35,Medical Doctor,Eastern,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,Medical information research,20,60,Neutral,,,,,Never,Frequently,Rarely,Never,Occasionally,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Occasionally,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Neutral,Neutral
310,Female,26 – 35,Medical Doctor,Eastern,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,Medical information research,20,60,Neutral,,,,,Never,Frequently,Rarely,Never,Occasionally,Rarely,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Neutral,Neutral
311,Female,26 – 35,Medical Doctor,Bono East,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Claude AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,Medical information research,20,60,Neutral,,,,,Never,Frequently,Rarely,Never,Occasionally,Rarely,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Neutral,Neutral
312,Male,26 – 35,Dentist,North East,3 – 5 years,Yes,Meta AI,3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,Yes,"Administrative writing, Language translation",15,0,Yes,Easy Accessibility,,prescriptions and treatment,Accessibilty,Occasionally,Frequently,Rarely,Rarely,Always,Frequently,Rarely,Never,Never,Never,Never,Never,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Strongly Agree,Agree,Agree
313,Male,26 – 35,Dentist,Central,3 – 5 years,Yes,Meta AI,3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,Yes,"Administrative writing, Language translation",15,0,Yes,Easy Accessibility,,prescriptions and treatment,Accessibilty,Occasionally,Frequently,Rarely,Rarely,Always,Frequently,Rarely,Never,Never,Never,Never,Never,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Strongly Agree,Agree,Agree
314,Male,18 – 25,Medical Doctor,Western,Less than 3 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Prescription and dosage writing, Administrative writing",20,50,Yes,Easy Accessibility,,prescriptions and treatment,Integration into Healthcare management systems,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Frequently,Rarely,Frequently,Rarely,Always,Frequently,Low,1  - I know very little to nothing about LLMs,Strongly Agree,Agree,Neutral,Agree
315,Male,18 – 25,Medical Doctor,Ashanti,Less than 3 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Prescription and dosage writing, Administrative writing",20,50,Yes,Easy Accessibility,,prescriptions and treatment,Integration into Healthcare management systems,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Frequently,Rarely,Frequently,Rarely,Always,Frequently,Low,1  - I know very little to nothing about LLMs,Strongly Agree,Agree,Neutral,Agree
316,Male,18 – 25,Medical Doctor,Oti,Less than 3 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Prescription and dosage writing, Administrative writing",20,50,Yes,Easy Accessibility,,prescriptions and treatment,Integration into Healthcare management systems,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Frequently,Rarely,Frequently,Rarely,Frequently,Frequently,Low,1  - I know very little to nothing about LLMs,Strongly Agree,Agree,Neutral,Agree
317,Male,18 – 25,Medical Doctor,Volta,Less than 3 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Prescription and dosage writing, Administrative writing",20,50,Yes,Easy Accessibility,,prescriptions and treatment,Integration into Healthcare management systems,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Frequently,Rarely,Frequently,Rarely,Frequently,Frequently,Low,1  - I know very little to nothing about LLMs,Strongly Agree,Agree,Neutral,Agree
318,Female,18 – 25,Medical Doctor,Oti,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,"Medical information research, Diagnosis, Prescription and dosage writing",60,120,Neutral,,,Diagnostics,Accessibilty,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Always,Always,Rarely,Rarely,Occasionally,Never,Frequently,Always,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Neutral,Neutral
319,Female,18 – 25,Medical Doctor,Western,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,"Medical information research, Diagnosis, Prescription and dosage writing",60,120,Neutral,,,Diagnostics,Accessibilty,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Always,Always,Rarely,Rarely,Occasionally,Never,Frequently,Always,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Neutral,Neutral
320,Female,18 – 25,Medical Doctor,Volta,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,"Medical information research, Diagnosis, Prescription and dosage writing",60,120,Neutral,,,Diagnostics,Accessibilty,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Always,Always,Rarely,Rarely,Occasionally,Rarely,Frequently,Always,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Neutral,Neutral
321,Female,18 – 25,Medical Doctor,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,"Medical information research, Diagnosis, Prescription and dosage writing",60,120,Neutral,,,Diagnostics,Accessibilty,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Always,Always,Rarely,Rarely,Occasionally,Rarely,Frequently,Always,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Neutral,Neutral
322,Female,26 – 35,Midwife,Bono East,3 – 5 years,Yes,ChatGPT,2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,Clinical documentation of patient information,10,10,Neutral,,,Administrative work,,Always,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Never,Rarely,Never,Occasionally,Occasionally,Never,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Agree,Agree,Neutral
323,Female,26 – 35,Midwife,Upper West,3 – 5 years,Yes,ChatGPT,2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,Clinical documentation of patient information,10,10,Neutral,,,Administrative work,,Always,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Never,Rarely,Never,Occasionally,Occasionally,Never,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Agree,Agree,Neutral
324,Female,26 – 35,Midwife,Central,3 – 5 years,No,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Maybe,"Clinical documentation of patient information, Medical information research",4,5,Neutral,,Accessible without tech,Administrative work,,Occasionally,Rarely,Never,Never,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Agree,Neutral
325,Female,26 – 35,Midwife,Ashanti,3 – 5 years,No,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Maybe,"Clinical documentation of patient information, Medical information research",4,5,Neutral,,Accessible without tech,Administrative work,,Occasionally,Rarely,Never,Never,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Agree,Neutral
326,Female,26 – 35,Midwife,North East,3 – 5 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,No,Maybe,"Clinical documentation of patient information, Medical information research, Diagnosis",4,5,Neutral,,Accessible without tech,Administrative work,,Occasionally,Rarely,Never,Never,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Agree,Neutral
327,Female,26 – 35,Midwife,Ashanti,3 – 5 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,No,Maybe,"Clinical documentation of patient information, Medical information research, Diagnosis",4,5,Neutral,,Accessible without tech,Administrative work,,Occasionally,Rarely,Never,Never,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Agree,Neutral
328,Female,26 – 35,Midwife,Northern,3 – 5 years,No,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,No,Maybe,"Clinical documentation of patient information, Medical information research, Diagnosis",4,5,Neutral,,Accessible without tech,Administrative work,,Occasionally,Rarely,Never,Never,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Agree,Neutral
329,Female,26 – 35,Midwife,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,No,Maybe,"Clinical documentation of patient information, Medical information research, Diagnosis",4,5,Neutral,,Accessible without tech,Administrative work,,Occasionally,Rarely,Never,Never,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Agree,Neutral
330,Female,26 – 35,Midwife,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",360,360,Neutral,,,Administrative work,,Frequently,Rarely,Always,Frequently,Never,Never,Rarely,Never,Rarely,Frequently,Never,Rarely,Always,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Strongly Agree,Agree,Strongly Agree
331,Male,26 – 35,Midwife,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",360,360,Neutral,,,Administrative work,,Frequently,Rarely,Always,Frequently,Never,Never,Rarely,Never,Rarely,Frequently,Never,Rarely,Always,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Strongly Agree,Agree,Strongly Agree
332,Female,26 – 35,Midwife,Savannah,3 – 5 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",360,360,Neutral,,,Administrative work,,Frequently,Frequently,Always,Frequently,Never,Never,Rarely,Never,Rarely,Frequently,Never,Rarely,Always,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Strongly Agree,Agree,Strongly Agree
333,Female,26 – 35,Midwife,Central,3 – 5 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",360,360,Neutral,,,Administrative work,,Frequently,Frequently,Always,Frequently,Never,Never,Rarely,Never,Rarely,Frequently,Never,Rarely,Always,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Strongly Agree,Agree,Strongly Agree
334,Female,26 – 35,Midwife,Eastern,3 – 5 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",360,360,Neutral,,,Administrative work,,Frequently,Rarely,Always,Frequently,Never,Never,Always,Never,Rarely,Frequently,Never,Rarely,Always,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Strongly Agree,Agree,Strongly Agree
335,Female,26 – 35,Midwife,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",360,360,Neutral,,,Administrative work,,Frequently,Rarely,Always,Frequently,Never,Never,Always,Never,Rarely,Frequently,Never,Rarely,Always,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Strongly Agree,Agree,Strongly Agree
